id,en,es,ja,zh,hi,fr,ar
level.tutorial_05.task.task_tutorial_05.desc,A bandit has taken over this fort. Break through their defenses and deliver your message.,Un bandido se ha apoderado de este fuerte. Rompe sus defensas y entrega tu mensaje.,盗賊がこの砦を占拠した。敵の防衛線を突破し、メッセージを届けよ。,强盗占领了这座堡垒。突破他们的防线，传递你的信息。,एक डाकू ने इस किले पर कब्जा कर लिया है। उनकी सुरक्षा घेरा तोड़कर अपना संदेश पहुंचाएं।,Un bandit a pris le contrôle de ce fort. Percez leurs défenses et remettez votre message.,استولى أحد قطاع الطرق على هذه القلعة. اخترق دفاعاتهم وأوصل رسالتك.
level.tutorial_06.task.task_tutorial_06.desc,The iron vault is locked by ancient machinery. Use your focus to find the critical weakness and break it open.,La bóveda de hierro está cerrada con maquinaria antigua. Usa tu concentración para encontrar el punto débil y abrirla.,鉄製の金庫は古代の機械によって施錠されている。集中力を駆使して致命的な弱点を見つけ出し、こじ開けろ。,铁库由古老的机械装置锁住。集中精神找到关键的弱点，并将其打开。,लोहे की तिजोरी प्राचीन मशीनरी द्वारा बंद है। अपनी एकाग्रता का उपयोग करके उसमें मौजूद कमजोरी का पता लगाएं और उसे तोड़कर खोलें।,Le coffre-fort en fer est verrouillé par un mécanisme ancien. Utilisez votre concentration pour trouver le point faible et l'ouvrir.,الخزنة الحديدية مغلقة بآلية قديمة. استخدم تركيزك للعثور على نقطة الضعف الحرجة وكسرها.
hud.unit_generic,the target,el objetivo,ターゲット,目标,लक्ष्य,la cible,الهدف
verb.used,used,usado,使用済み,用过的,इस्तेमाल किया गया,utilisé,مستخدم
verb.fought,fought,luchó,戦った,战斗,लड़ा,combattu,قاتل
verb.convinced,convinced,convencido,確信している,确信,कायल,convaincu,مقتنع
verb.gathered,gathered,reunido,集めた,聚集,इकट्ठा,rassemblé,تجمع
verb.visited,visited,visitado,訪問した,到访,दौरा किया,visité,تمت الزيارة
verb.explored,explored,explorado,探究,探索,का पता लगाया,exploré,تم استكشافه
verb.disarmed,disarmed,desarmado,武装解除,解除武装,निरस्त्र,désarmé,تم نزع سلاحه
verb.encouraged,encouraged,motivado,勧められた,鼓励,प्रोत्साहित किया,encouragé,تشجيع
format.action_phrase,{adverb} {verb},{adverbio} {verbo},{副詞} {動詞},副词 动词,क्रियाविशेषण क्रिया,{adverbe} {verbe},{ظرف} {فعل}
bark.action_feedback,{initiator} {action_phrase} {partner} {quality_suffix}. {attribute} used for {amount} willpower.,{iniciador} {frase_de_acción} {socio} {sufijo_de_calidad}. {atributo} utilizado para {cantidad} fuerza de voluntad.,{initiator} {action_phrase} {partner} {quality_suffix}。{attribute} は {amount} の意志力に使用されます。,{发起者} {行动短语} {合作伙伴} {品质后缀}。{属性} 用于 {数量} 意志力。,{आरंभकर्ता} {क्रिया वाक्यांश} {भागीदार} {गुणवत्ता प्रत्यय}. {विशेषता} {राशि} इच्छाशक्ति के लिए प्रयुक्त।,{initiateur} {phrase_action} {partenaire} {suffixe_qualité}. {attribut} utilisé pour {quantité} de volonté.,{المبادر} {عبارة_الفعل} {الشريك} {لاحقة_الجودة}. {الخاصية} تُستخدم لـ {الكمية} قوة الإرادة.
bark.aid_feedback,"{initiator} {action_phrase} {quality_suffix} {partner} using {attribute}, granting {amount} bonus.","{iniciador} {frase_de_acción} {sufijo_de_calidad} {socio} usando {atributo}, otorgando una bonificación de {cantidad}.",{initiator} {action_phrase} {quality_suffix} {partner} は {attribute} を使用し、{amount} のボーナスを付与します。,{发起人} {操作短语} {质​​量后缀} {合作伙伴} 使用 {属性}，授予 {金额} 奖励。,"{आरंभकर्ता} {क्रिया वाक्यांश} {गुणवत्ता प्रत्यय} {भागीदार} {विशेषता} का उपयोग करते हुए, {राशि} बोनस प्रदान करता है।","{initiateur} {phrase_action} {suffixe_qualité} {partenaire} utilisant {attribut}, accordant {montant} bonus.",{initiator} {action_phrase} {quality_suffix} {partner} باستخدام {attribute}، ومنح {amount} مكافأة.
bark.reaction_feedback,{initiator} {action_phrase} {quality_suffix} back at {partner} using {attribute} for {amount} willpower.,{iniciador} {frase_de_acción} {sufijo_de_calidad} de vuelta en {socio} usando {atributo} para {cantidad} fuerza de voluntad.,{initiator} {action_phrase} {quality_suffix} は、{attribute} を使用して {amount} の意志力で {partner} に反撃します。,{发起人} {行动短语} {质​​量后缀} 回到 {合作伙伴} 使用 {属性} 获得 {数量} 意志力。,{आरंभकर्ता} {क्रिया वाक्यांश} {गुणवत्ता प्रत्यय} {भागीदार} पर {विशेषता} का उपयोग करके {राशि} इच्छाशक्ति के लिए वापस।,{initiateur} {phrase_action} {suffixe_qualité} de retour chez {partenaire} en utilisant {attribut} pour {montant} de volonté.,{initiator} {action_phrase} {quality_suffix} العودة إلى {partner} باستخدام {attribute} من أجل {amount} قوة الإرادة.
adverb.shine.convince,charismatically,carismáticamente,カリスマ的に,极具魅力,करिश्माई ढंग से,charismatique,بكاريزما
adverb.shine.fight,gloriously,gloriosamente,見事に,辉煌地,महाप्रतापी,glorieusement,بكل روعة
adverb.shine.gather,radiantly,radiante,輝かしく,光芒四射,विकिरणपूर्वक,radieusement,بإشراق
adverb.shine.disarm,brilliantly,brillantemente,見事に,精彩,शानदार ढंग से,brillamment,ببراعة
adverb.shine.visit,illustriously,ilustremente,輝かしく,辉煌地,शानदार ढंग से,illustrement,بشكل لامع
adverb.shine.explore,luminously,luminosamente,光り輝く,发光地,चमकते हुए,lumineusement,ببراعة
adverb.quality.completely,completely,completamente,完全に,完全地,पूरी तरह,complètement,بالكامل
adverb.quality.partially,partially,parcialmente,部分的に,部分,आंशिक रूप से,partiellement,جزئيا
adverb.quality.unsteadily,unsteadily,inestablemente,不安定に,不稳定地,अस्थिरता से,instable,بشكل غير مستقر
adverb.quality.ineffective,ineffectively,ineficazmente,効果的に,无效,अप्रभावी,inefficacement,بشكل غير فعال
adverb.quality.none,none,ninguno,なし,没有任何,कोई नहीं,aucun,لا أحد
adverb.shade.convince,deceptively,engañosamente,欺瞞的に,具有欺骗性的,भ्रामक,trompeusement,خادع
adverb.shade.fight,underhandedly,de forma solapada,こっそり,暗地里,गुप्त रूप से,sournoisement,سرا
adverb.shade.gather,secretively,secretamente,秘密裏に,秘密地,गोपनशीलता,secrètement,سراً
adverb.shade.disarm,stealthily,a hurtadillas,こっそり,悄悄地,छिपकर,furtivement,خلسة
adverb.shade.visit,inconspicuously,discretamente,目立たないように,不引人注目地,inconspicuously,discrètement,بشكل غير ملحوظ
adverb.shade.explore,obscurely,oscuramente,曖昧に,晦涩地,प्रच्छन्नतापूर्वक,obscurement,بشكل غامض
adverb.gusto.convince,passionately,apasionadamente,情熱的に,热情地,पूरी भावना,passionnément,بشغف
adverb.gusto.fight,fiercely,ferozmente,激しく,激烈地,उग्रता से,violemment,بشراسة
adverb.gusto.gather,zealously,celosamente,熱心に,热忱地,उत्साहपूर्वक,avec zèle,بحماس
adverb.gusto.disarm,recklessly,aturdidamente,無謀に,鲁莽地,बेतहाशा,imprudemment,بتهور
adverb.gusto.visit,audaciously,audazmente,大胆に,大胆地,दुस्साहसी,audacieusement,بجرأة
adverb.gusto.explore,vibrantly,vibrante,活気に満ちた,充满活力,जीवंत रूप से,vibrant,بحيوية
adverb.focus.convince,intensely,intensamente,激しく,强烈地,तीव्रता से,intensément,بشدة
adverb.focus.fight,precisely,precisamente,正確に,恰恰,एकदम सही,précisément,بدقة
adverb.focus.gather,meticulously,meticulosamente,細心の注意を払って,精心,पूरी बारीकी से,méticuleusement,بدقة
adverb.focus.disarm,carefully,con cuidado,気をつけて,小心,सावधानी से,soigneusement,بعناية
adverb.focus.visit,fixedly,fijamente,固定して,固定地,नित्य,fixement,بثبات
adverb.focus.explore,sharply,bruscamente,鋭く,急剧地,तेज़ी से,nettement,بشكل حاد
adverb.flow.convince,smoothly,suavemente,スムーズに,顺利,सुचारू रूप से,doucement,بسلاسة
adverb.flow.fight,fluidly,fluidamente,流動的に,流畅地,fluidly,fluidement,بسلاسة
adverb.flow.gather,harmoniously,armoniosamente,調和的に,和谐地,सौहार्दपूर्वक,harmonieusement,بانسجام
